0,0.6
0.01,0.599317
0.02,0.598633
0.03,0.59795
0.04,0.597265
0.05,0.596579
0.06,0.595892
0.07,0.595204
0.08,0.594514
0.09,0.593822
0.1,0.593127
0.11,0.59243
0.12,0.591731
0.13,0.591028
0.14,0.590322
0.15,0.589613
0.16,0.5889
0.17,0.588183
0.18,0.587462
0.19,0.586736
0.2,0.586005
0.21,0.58527
0.22,0.584529
0.23,0.583783
0.24,0.583031
0.25,0.582274
0.26,0.58151
0.27,0.580739
0.28,0.579962
0.29,0.579178
0.3,0.578387
0.31,0.577589
0.32,0.576782
0.33,0.575968
0.34,0.575146
0.35,0.574316
0.36,0.573477
0.37,0.572629
0.38,0.571772
0.39,0.570906
0.4,0.570031
0.41,0.569145
0.42,0.56825
0.43,0.567344
0.44,0.566429
0.45,0.565502
0.46,0.564564
0.47,0.563616
0.48,0.562656
0.49,0.561685
0.5,0.560701
0.51,0.559706
0.52,0.558699
0.53,0.557679
0.54,0.556647
0.55,0.555601
0.56,0.554543
0.57,0.553471
0.58,0.552386
0.59,0.551287
0.6,0.550175
0.61,0.549048
0.62,0.547907
0.63,0.546751
0.64,0.545581
0.65,0.544395
0.66,0.543195
0.67,0.541979
0.68,0.540748
0.69,0.5395
0.7,0.538238
0.71,0.536958
0.72,0.535663
0.73,0.534351
0.74,0.533023
0.75,0.531677
0.76,0.530315
0.77,0.528935
0.78,0.527538
0.79,0.526124
0.8,0.524691
0.81,0.523241
0.82,0.521772
0.83,0.520286
0.84,0.51878
0.85,0.517257
0.86,0.515714
0.87,0.514153
0.88,0.512572
0.89,0.510972
0.9,0.509353
0.91,0.507714
0.92,0.506055
0.93,0.504377
0.94,0.502678
0.95,0.500959
0.96,0.49922
0.97,0.497461
0.98,0.495681
0.99,0.49388
1,0.492058
1.01,0.490215
1.02,0.488351
1.03,0.486466
1.04,0.484559
1.05,0.48263
1.06,0.48068
1.07,0.478709
1.08,0.476715
1.09,0.474699
1.1,0.472661
1.11,0.470601
1.12,0.468518
1.13,0.466413
1.14,0.464285
1.15,0.462135
1.16,0.459961
1.17,0.457765
1.18,0.455546
1.19,0.453303
1.2,0.451038
1.21,0.448749
1.22,0.446437
1.23,0.444101
1.24,0.441742
1.25,0.439359
1.26,0.436952
1.27,0.434522
1.28,0.432067
1.29,0.429589
1.3,0.427087
1.31,0.42456
1.32,0.42201
1.33,0.419435
1.34,0.416836
1.35,0.414212
1.36,0.411565
1.37,0.408892
1.38,0.406196
1.39,0.403474
1.4,0.400729
1.41,0.397958
1.42,0.395163
1.43,0.392343
1.44,0.389498
1.45,0.386629
1.46,0.383735
1.47,0.380816
1.48,0.377872
1.49,0.374903
1.5,0.371909
1.51,0.36889
1.52,0.365847
1.53,0.362778
1.54,0.359684
1.55,0.356566
1.56,0.353422
1.57,0.350253
1.58,0.352919
1.59,0.356067
1.6,0.359189
1.61,0.362287
1.62,0.365359
1.63,0.368407
1.64,0.37143
1.65,0.374428
1.66,0.3774
1.67,0.380348
1.68,0.383271
1.69,0.38617
1.7,0.389043
1.71,0.391892
1.72,0.394715
1.73,0.397515
1.74,0.400289
1.75,0.403039
1.76,0.405764
1.77,0.408465
1.78,0.411141
1.79,0.413792
1.8,0.41642
1.81,0.419023
1.82,0.421601
1.83,0.424156
1.84,0.426686
1.85,0.429192
1.86,0.431674
1.87,0.434132
1.88,0.436567
1.89,0.438977
1.9,0.441364
1.91,0.443727
1.92,0.446066
1.93,0.448382
1.94,0.450675
1.95,0.452944
1.96,0.45519
1.97,0.457413
1.98,0.459613
1.99,0.46179
2,0.463944
2.01,0.466076
2.02,0.468184
2.03,0.470271
2.04,0.472334
2.05,0.474376
2.06,0.476395
2.07,0.478392
2.08,0.480368
2.09,0.482321
2.1,0.484253
2.11,0.486163
2.12,0.488052
2.13,0.48992
2.14,0.491766
2.15,0.493591
2.16,0.495395
2.17,0.497179
2.18,0.498942
2.19,0.500684
2.2,0.502406
2.21,0.504108
2.22,0.505789
2.23,0.507451
2.24,0.509093
2.25,0.510716
2.26,0.512319
2.27,0.513902
2.28,0.515467
2.29,0.517012
2.3,0.518539
2.31,0.520047
2.32,0.521537
2.33,0.523008
2.34,0.524461
2.35,0.525897
2.36,0.527314
2.37,0.528714
2.38,0.530096
2.39,0.531461
2.4,0.53281
2.41,0.534141
2.42,0.535455
2.43,0.536753
2.44,0.538035
2.45,0.5393
2.46,0.54055
2.47,0.541784
2.48,0.543002
2.49,0.544205
2.5,0.545393
2.51,0.546566
2.52,0.547724
2.53,0.548867
2.54,0.549996
2.55,0.551111
2.56,0.552212
2.57,0.553299
2.58,0.554373
2.59,0.555434
2.6,0.556481
2.61,0.557516
2.62,0.558537
2.63,0.559547
2.64,0.560544
2.65,0.561529
2.66,0.562502
2.67,0.563464
2.68,0.564414
2.69,0.565353
2.7,0.566282
2.71,0.567199
2.72,0.568106
2.73,0.569003
2.74,0.56989
2.75,0.570767
2.76,0.571635
2.77,0.572493
2.78,0.573343
2.79,0.574183
2.8,0.575015
2.81,0.575838
2.82,0.576653
2.83,0.577461
2.84,0.57826
2.85,0.579053
2.86,0.579838
2.87,0.580616
2.88,0.581387
2.89,0.582152
2.9,0.582911
2.91,0.583664
2.92,0.584411
2.93,0.585152
2.94,0.585889
2.95,0.58662
2.96,0.587346
2.97,0.588068
2.98,0.588786
2.99,0.5895
3,0.59021
3.01,0.590916
3.02,0.591619
3.03,0.592319
3.04,0.593017
3.05,0.593711
3.06,0.594404
3.07,0.595094
3.08,0.595783
3.09,0.59647
3.1,0.597156
3.11,0.597841
3.12,0.598525
3.13,0.599208
3.14,0.599891
3.15,0.600574
3.16,0.601258
3.17,0.601941
3.18,0.602626
3.19,0.603311
3.2,0.603998
3.21,0.604686
3.22,0.605376
3.23,0.606068
3.24,0.606762
3.25,0.607458
3.26,0.608158
3.27,0.60886
3.28,0.609565
3.29,0.610274
3.3,0.610986
3.31,0.611703
3.32,0.612423
3.33,0.613148
3.34,0.613878
3.35,0.614613
3.36,0.615352
3.37,0.616098
3.38,0.616849
3.39,0.617605
3.4,0.618368
3.41,0.619138
3.42,0.619914
3.43,0.620696
3.44,0.621486
3.45,0.622284
3.46,0.623089
3.47,0.623901
3.48,0.624722
3.49,0.625551
3.5,0.626389
3.51,0.627235
3.52,0.628091
3.53,0.628955
3.54,0.629829
3.55,0.630713
3.56,0.631607
3.57,0.632511
3.58,0.633425
3.59,0.63435
3.6,0.635285
3.61,0.636232
3.62,0.63719
3.63,0.63816
3.64,0.639141
3.65,0.640134
3.66,0.64114
3.67,0.642158
3.68,0.643188
3.69,0.644231
3.7,0.645288
3.71,0.646357
3.72,0.64744
3.73,0.648537
3.74,0.649647
3.75,0.650772
3.76,0.651911
3.77,0.653064
3.78,0.654232
3.79,0.655415
3.8,0.656613
3.81,0.657826
3.82,0.659055
3.83,0.6603
3.84,0.66156
3.85,0.662837
3.86,0.66413
3.87,0.665439
3.88,0.666765
3.89,0.668107
3.9,0.669467
3.91,0.670844
3.92,0.672238
3.93,0.67365
3.94,0.67508
3.95,0.676527
3.96,0.677993
3.97,0.679476
3.98,0.680979
3.99,0.682499
4,0.684039
4.01,0.685597
4.02,0.687175
4.03,0.688772
4.04,0.690388
4.05,0.692024
4.06,0.693679
4.07,0.695355
4.08,0.69705
4.09,0.698765
4.1,0.700501
4.11,0.702258
4.12,0.704034
4.13,0.705832
4.14,0.707651
4.15,0.70949
4.16,0.711351
4.17,0.713233
4.18,0.715136
4.19,0.717061
4.2,0.719008
4.21,0.720976
4.22,0.722966
4.23,0.724979
4.24,0.727013
4.25,0.72907
4.26,0.731149
4.27,0.73325
4.28,0.735374
4.29,0.737521
4.3,0.739691
4.31,0.741884
4.32,0.744099
4.33,0.746338
4.34,0.7486
4.35,0.750885
4.36,0.753193
4.37,0.755525
4.38,0.757881
4.39,0.76026
4.4,0.762663
4.41,0.76509
4.42,0.76754
4.43,0.770015
4.44,0.772513
4.45,0.775036
4.46,0.777582
4.47,0.780153
4.48,0.782749
4.49,0.785368
4.5,0.788012
4.51,0.79068
4.52,0.793373
4.53,0.79609
4.54,0.798832
4.55,0.801599
4.56,0.80439
4.57,0.807206
4.58,0.810047
4.59,0.812912
4.6,0.815803
4.61,0.818718
4.62,0.821658
4.63,0.824623
4.64,0.827613
4.65,0.830627
4.66,0.833667
4.67,0.836732
4.68,0.839821
4.69,0.842936
4.7,0.846076
4.71,0.84924
4.72,0.847585
4.73,0.844433
4.74,0.841306
4.75,0.838205
4.76,0.835128
4.77,0.832077
4.78,0.82905
4.79,0.826048
4.8,0.823071
4.81,0.820119
4.82,0.817192
4.83,0.81429
4.84,0.811413
4.85,0.80856
4.86,0.805733
4.87,0.80293
4.88,0.800151
4.89,0.797398
4.9,0.794668
4.91,0.791964
4.92,0.789284
4.93,0.786628
4.94,0.783997
4.95,0.78139
4.96,0.778808
4.97,0.77625
4.98,0.773715
4.99,0.771205
5,0.768719
5.01,0.766258
5.02,0.763819
5.03,0.761405
5.04,0.759015
5.05,0.756648
5.06,0.754305
5.07,0.751985
5.08,0.749689
5.09,0.747416
5.1,0.745166
5.11,0.742939
5.12,0.740736
5.13,0.738555
5.14,0.736397
5.15,0.734262
5.16,0.73215
5.17,0.73006
5.18,0.727993
5.19,0.725948
5.2,0.723925
5.21,0.721924
5.22,0.719945
5.23,0.717988
5.24,0.716053
5.25,0.714139
5.26,0.712247
5.27,0.710376
5.28,0.708527
5.29,0.706698
5.3,0.704891
5.31,0.703104
5.32,0.701338
5.33,0.699592
5.34,0.697867
5.35,0.696162
5.36,0.694477
5.37,0.692812
5.38,0.691167
5.39,0.689542
5.4,0.687935
5.41,0.686349
5.42,0.684781
5.43,0.683233
5.44,0.681703
5.45,0.680192
5.46,0.678699
5.47,0.677225
5.48,0.675769
5.49,0.674331
5.5,0.672911
5.51,0.671508
5.52,0.670123
5.53,0.668755
5.54,0.667404
5.55,0.66607
5.56,0.664753
5.57,0.663452
5.58,0.662168
5.59,0.6609
5.6,0.659648
5.61,0.658412
5.62,0.657191
5.63,0.655986
5.64,0.654795
5.65,0.65362
5.66,0.65246
5.67,0.651314
5.68,0.650183
5.69,0.649065
5.7,0.647962
5.71,0.646873
5.72,0.645797
5.73,0.644734
5.74,0.643685
5.75,0.642648
5.76,0.641625
5.77,0.640613
5.78,0.639614
5.79,0.638627
5.8,0.637652
5.81,0.636689
5.82,0.635736
5.83,0.634795
5.84,0.633865
5.85,0.632946
5.86,0.632037
5.87,0.631139
